巴比伦尼亚,ニップル,21,653,,,,,,34.2,,,,,,,,,,,,,,,,,14.1,,,,,,,,,,,,26.5,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,6.2,,,,815,23752,10920
巴比伦尼亚,エビフ山,21,3505,,,,,,,,,23.9,,,,,,,,,,,,,,,,,,,,,,12.2,,,,,,,,,,,,,,,25.2,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,5,815,23752,10920
巴比伦尼亚,鮮血神殿,21,2025,,,,,,,,,22.9,,,,,,,,,,,,,,,,,,,,,18.4,,,,,,15.1,,,,,,,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,,,,815,23752,10920
新宿,代々木二丁目,20,80,,,,,,,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,18888,9880
新宿,国道20号,20,299,,,,28.8,,,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,,,,,,,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,18888,9880
新宿,新宿駅,21,4772,,,,,,,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,,,,,,,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755,20056,10140
新宿,新宿四丁目,21,1268,,,,,,,38.5,,,,,,,,,,,,,,19.6,,,,,,,,,,,,,,,,24.1,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,5.3,755,20056,10140
新宿,歌舞伎町,21,293,,,,29,,,,,,,,,,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775,21256,10400
新宿,バレルタワー,21,2063,,,,,,,,,,,,,,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775,21256,10400
新宿,パーティ会場,21,364,,,,28.3,,,25.8,,,,,,,21.2,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,10.6,,,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795,22488,10660
新宿,タワー最上階,21,460,,,,,,,,,,,,,,21.1,,,,,,,,,,10.7,,,,,,,,,,,,,,,,,,,,,26.5,,3.9,,,,,,,,,,,,,,,,,,,,,6.4,,,,,,,795,22488,10660
新宿,新宿御苑,21,7129,,,,,,,31.3,,,,,,,,,,,,,,,12.6,,,,,,,,,,,,,,,40.2,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5.1,,,815,23752,10920
新宿,新宿二丁目,21,3899,,,,,,,,,,,,,,,30.9,,,,,,,,,,,18.4,,,,,,,,,,,7.4,,,,8.2,,,19,,,,,,,3.1,,,,,,,,,,,,,,,,,,4.7,,,,,,815,23752,10920
雅戈泰,地底平原,20,1166,,,41.2,,,,,,,,,,,,,,,,,,19.6,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,4.6,735,18888,9880
雅戈泰,野営地,20,85,,,,,,,,,28.9,,,,13.2,,,,,,,,,,,,23.5,,,,,,,,,,36.8,,,,,,,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,,,,,735,18888,9880
雅戈泰,川辺の町,20,517,,,,,,,,,36,,,,22.4,,,,,,,,,,,,,,,,,,,,38.5,,,,,,,13.5,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,18888,9880
雅戈泰,桃源郷,21,1236,,,,,,,,,,,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1,,,,,,,8.1,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,755,20056,10140
雅戈泰,イース,21,283,35,,,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755,20056,10140
雅戈泰,北の断崖,21,70,,,,,32.9,,,,,,,,,,,,,,,,,,,,,,24.3,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755,20056,10140
雅戈泰,不夜城,21,71,,,,31,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775,21256,10400
雅戈泰,山裾の密林,21,280,,,53.6,,,,,,15.8,,,,16.5,,,,,,,,,,,,,,,,,,,,,17.9,,30.4,,,,,10.4,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775,21256,10400
雅戈泰,竜宮城,21,1444,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,,,,27.1,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,6.6,,,,,,795,22488,10660
雅戈泰,地底大河,21,1382,,,,,,,,,27.2,,,,30.2,,,,,,,,,,,,,,,,,,,,,38.2,,,,,,,,13.7,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,795,22488,10660
雅戈泰,エルドラド,21,48,,,,20.8,,,,,33.3,,,,,,,,,,,,,,,,,,,,,,,,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815,23752,10920
雅戈泰,大地の裂け目,21,335,,,,,,,,,,,,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,5.9,,,815,23752,10920
下总国,田んぼ,20,459,,,,,,,,,40.7,22.2,,,,,,,,,,,,,,,,,,,,,,,,,19,,,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,18888,9880
下总国,里,21,320,,,,31.9,,,,,33.4,,,,,,,,,,,28.1,,,,,,,,,,,,,,,16.7,,,,,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,755,20056,10140
下总国,庵,21,886,,,,,,,,,,27.2,,,,,,,,,,24,,,,,,,,,,,,,,,,,,42.7,,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3,,,,,,,755,20056,10140
下总国,城下町,21,1662,,,,,,,,,,,,,,,,,,,,41.1,,,,,,,,,,,,,,,,,,,,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7,,,,,,,775,21256,10400
下总国,合戦場,21,1739,,39.3,,30.4,,,,,,,,,,,,,,,,23.5,,,,,,,,,,,,,26.4,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,,,,,,775,21256,10400
下总国,土気城,21,883,,,,28.9,,,,,,,,,,,,,,,,27,,,,,,,,,,,,10.5,,,,,,,,21.8,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,26.9,,4.1,,,,,795,22488,10660
下总国,裏山,21,2230,,,,28.1,,,,,,,25.7,,,,,,,,,22.2,,,,,,,,,,,,,,,,,,,,25.5,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,23.9,,,,,,3.6,795,22488,10660
下总国,荒川の原,21,400,,,,27.5,,,,,,,,,,,,,,,,20,,,,,,,,,,,9.5,,,,,,,,,21.1,,,,,,,,,,,,,5.3,,,,,,,,,,,,,,,26.4,,,,,,5.7,815,23752,10920
塞勒姆,静寂な森,20,70,,,,,,,,,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,18888,9880
塞勒姆,カーター家,20,2553,,,,,,,,40.4,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,24.5,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,6.2,26.5,,735,18888,9880
塞勒姆,公会堂,21,1096,,,,,,,,,,,,,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4,,,755,20056,10140
塞勒姆,波止場,21,224,,,,,43.8,,,,,,,,25.4,,,,,,,,,,,,,,,,,,,,,,,,,24.2,,,,,,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,,,755,20056,10140
塞勒姆,ウェイトリー家,21,917,,,,,,,,,,,,,,,,41.2,,,,,,,,,,,,,,,,,,,41.8,,,,,,,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2,,,,,775,21256,10400
塞勒姆,郊外の屋敷,21,223,,,,,54.7,,,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775,21256,10400
塞勒姆,ガローの丘,21,2018,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8,,,,,,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,795,22488,10660
塞勒姆,牧草地,21,300,,,,,,,,40,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,,,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795,22488,10660
塞勒姆,空き家,21,1673,,,,,,,,42.3,,,,,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,,,815,23752,10920
塞勒姆,隠れ家,21,73,,,,,,,,,35.6,,,,12.3,,,,,,,,,,,,,,,,,,,,,,,19.2,,,,,,,,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,,,815,23752,10920
塞勒姆,留置所,21,321,,,42.4,,,,,,,,,,,,,,,,,,,,,,,,,17.8,,,,,35.8,,,,,,,,,,,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,815,23752,10920
